"Tabela 10061 - Pessoas de 18 anos ou mais de idade, por nível de instrução, segundo os grupos de idade, o sexo e a cor ou raça"
"Variável - Pessoas de 18 anos ou mais de idade (Pessoas)"
"Município","Sexo","Cor ou raça","Ano x Nível de instrução x Grupo de idade"
"Município","Sexo","Cor ou raça","2022"
"Município","Sexo","Cor ou raça","Total","Sem instrução e fundamental incompleto","Fundamental completo e médio incompleto","Médio completo e superior incompleto","Superior completo"
"Município","Sexo","Cor ou raça","Total","Total","Total","Total","Total"
"Cedral (SP)","Total","Total","9905","2858","1727","3785","1535"
"Cedral (SP)","Homens","Total","4836","1457","891","1846","642"
"Cedral (SP)","Mulheres","Total","5069","1402","836","1939","893"
"Cerqueira César (SP)","Total","Total","16464","5925","3481","5219","1840"
"Cerqueira César (SP)","Homens","Total","8669","3236","1932","2813","688"
"Cerqueira César (SP)","Mulheres","Total","7795","2688","1549","2406","1152"
"Cerquilho (SP)","Total","Total","35074","8510","5873","14806","5885"
"Cerquilho (SP)","Homens","Total","16975","3970","2857","7701","2447"
"Cerquilho (SP)","Mulheres","Total","18099","4539","3016","7106","3438"
"Cesário Lange (SP)","Total","Total","14593","5518","2539","4967","1570"
"Cesário Lange (SP)","Homens","Total","7490","2897","1339","2637","618"
"Cesário Lange (SP)","Mulheres","Total","7103","2621","1199","2330","952"
"Charqueada (SP)","Total","Total","11930","3961","2092","4560","1317"
"Charqueada (SP)","Homens","Total","5922","1982","1108","2321","511"
"Charqueada (SP)","Mulheres","Total","6008","1978","985","2239","806"
"Clementina (SP)","Total","Total","5248","1621","1087","1937","604"
"Clementina (SP)","Homens","Total","2606","768","537","1032","269"
"Clementina (SP)","Mulheres","Total","2642","853","549","905","335"
"Colina (SP)","Total","Total","14383","4629","2733","5186","1835"
"Colina (SP)","Homens","Total","6920","2327","1351","2543","699"
"Colina (SP)","Mulheres","Total","7463","2302","1382","2643","1136"
"Colômbia (SP)","Total","Total","4963","2263","743","1515","442"
"Colômbia (SP)","Homens","Total","2480","1199","397","704","180"
"Colômbia (SP)","Mulheres","Total","2483","1063","346","811","262"
"Conchal (SP)","Total","Total","21175","8185","3399","7216","2375"
"Conchal (SP)","Homens","Total","10394","4154","1623","3652","964"
"Conchal (SP)","Mulheres","Total","10782","4031","1776","3564","1410"
"Conchas (SP)","Total","Total","11906","4393","2241","3514","1759"
"Conchas (SP)","Homens","Total","5894","2291","1198","1760","645"
"Conchas (SP)","Mulheres","Total","6013","2102","1043","1754","1113"
"Cordeirópolis (SP)","Total","Total","18751","5795","3308","6909","2739"
"Cordeirópolis (SP)","Homens","Total","9151","2855","1756","3473","1066"
"Cordeirópolis (SP)","Mulheres","Total","9600","2940","1552","3436","1672"
"Coroados (SP)","Total","Total","4211","1518","734","1437","521"
"Coroados (SP)","Homens","Total","2081","747","405","739","189"
"Coroados (SP)","Mulheres","Total","2130","771","329","698","332"
"Coronel Macedo (SP)","Total","Total","3368","1542","399","1116","311"
"Coronel Macedo (SP)","Homens","Total","1688","765","241","573","109"
"Coronel Macedo (SP)","Mulheres","Total","1680","777","158","542","202"
"Corumbataí (SP)","Total","Total","3182","1025","536","1211","409"
"Corumbataí (SP)","Homens","Total","1591","546","299","593","153"
"Corumbataí (SP)","Mulheres","Total","1591","479","237","618","256"
"Cosmópolis (SP)","Total","Total","46329","12182","7574","20460","6113"
"Cosmópolis (SP)","Homens","Total","22426","5487","3764","10485","2690"
"Cosmópolis (SP)","Mulheres","Total","23903","6695","3810","9974","3423"
"Cosmorama (SP)","Total","Total","6908","3041","1076","2098","693"
"Cosmorama (SP)","Homens","Total","3387","1586","554","999","248"
"Cosmorama (SP)","Mulheres","Total","3521","1455","522","1099","445"
"Cotia (SP)","Total","Total","205571","41197","29716","84519","50139"
"Cotia (SP)","Homens","Total","97926","19627","15079","41619","21601"
"Cotia (SP)","Mulheres","Total","107645","21570","14637","42900","28538"
"Cravinhos (SP)","Total","Total","26113","8194","4542","9745","3632"
"Cravinhos (SP)","Homens","Total","12753","4037","2633","4651","1431"
"Cravinhos (SP)","Mulheres","Total","13361","4157","1910","5093","2201"
"Cristais Paulista (SP)","Total","Total","7161","2536","1201","2604","821"
"Cristais Paulista (SP)","Homens","Total","3552","1353","685","1195","318"
"Cristais Paulista (SP)","Mulheres","Total","3609","1183","516","1408","503"
"Cruzália (SP)","Total","Total","1696","594","105","790","207"
"Cruzália (SP)","Homens","Total","818","290","64","400","64"
"Cruzália (SP)","Mulheres","Total","878","304","41","389","144"
"Cruzeiro (SP)","Total","Total","58476","13478","7243","26807","10949"
"Cruzeiro (SP)","Homens","Total","27712","5883","3431","13628","4770"
"Cruzeiro (SP)","Mulheres","Total","30764","7595","3811","13179","6179"
"Cubatão (SP)","Total","Total","84311","22603","15602","37615","8490"
"Cubatão (SP)","Homens","Total","39719","10692","7823","17915","3288"
"Cubatão (SP)","Mulheres","Total","44592","11911","7779","19700","5202"
"Cunha (SP)","Total","Total","17615","8557","2311","4938","1809"
"Cunha (SP)","Homens","Total","8853","4553","1257","2432","611"
"Cunha (SP)","Mulheres","Total","8762","4005","1054","2505","1199"
"Descalvado (SP)","Total","Total","25294","7776","4009","9094","4415"
"Descalvado (SP)","Homens","Total","12372","3870","2170","4439","1892"
"Descalvado (SP)","Mulheres","Total","12922","3906","1839","4655","2522"
"Diadema (SP)","Total","Total","305858","71291","44817","143439","46311"
"Diadema (SP)","Homens","Total","143385","32417","23186","68892","18889"
"Diadema (SP)","Mulheres","Total","162473","38873","21631","74546","27422"
"Dirce Reis (SP)","Total","Total","1300","532","156","387","224"
"Dirce Reis (SP)","Homens","Total","643","269","96","194","84"
"Dirce Reis (SP)","Mulheres","Total","657","263","60","194","141"
"Divinolândia (SP)","Total","Total","9123","3960","1393","2631","1140"
"Divinolândia (SP)","Homens","Total","4488","2160","859","1167","302"
"Divinolândia (SP)","Mulheres","Total","4635","1800","534","1463","838"
"Dobrada (SP)","Total","Total","6597","2125","926","2946","601"
"Dobrada (SP)","Homens","Total","3289","1063","498","1477","252"
"Dobrada (SP)","Mulheres","Total","3308","1062","428","1469","349"
"Dois Córregos (SP)","Total","Total","18919","6698","3330","6804","2087"
"Dois Córregos (SP)","Homens","Total","9238","3312","1714","3332","880"
"Dois Córregos (SP)","Mulheres","Total","9681","3386","1616","3472","1207"
"Dolcinópolis (SP)","Total","Total","1767","714","241","585","227"
"Dolcinópolis (SP)","Homens","Total","887","370","122","292","103"
"Dolcinópolis (SP)","Mulheres","Total","881","345","118","293","125"
"Dourado (SP)","Total","Total","6571","2432","745","2640","754"
"Dourado (SP)","Homens","Total","3214","1204","366","1329","316"
"Dourado (SP)","Mulheres","Total","3357","1228","379","1311","438"
"Dracena (SP)","Total","Total","36922","10114","5738","13124","7946"
"Dracena (SP)","Homens","Total","17912","4813","3136","6485","3478"
"Dracena (SP)","Mulheres","Total","19010","5302","2602","6638","4468"
"Duartina (SP)","Total","Total","9905","3765","1249","3563","1327"
"Duartina (SP)","Homens","Total","4831","1796","690","1806","540"
"Duartina (SP)","Mulheres","Total","5074","1970","559","1758","788"
"Dumont (SP)","Total","Total","7322","2489","995","2893","945"
"Dumont (SP)","Homens","Total","3548","1256","542","1429","321"
"Dumont (SP)","Mulheres","Total","3775","1233","452","1465","625"
"Echaporã (SP)","Total","Total","4763","1679","732","1739","614"
"Echaporã (SP)","Homens","Total","2317","830","394","900","193"
"Echaporã (SP)","Mulheres","Total","2446","849","338","838","422"
"Eldorado (SP)","Total","Total","9495","3688","1570","3274","963"
"Eldorado (SP)","Homens","Total","4746","1971","860","1600","315"
"Eldorado (SP)","Mulheres","Total","4748","1717","709","1674","648"
"Elias Fausto (SP)","Total","Total","13462","4608","2125","5715","1013"
"Elias Fausto (SP)","Homens","Total","6682","2375","1127","2772","409"
"Elias Fausto (SP)","Mulheres","Total","6780","2233","999","2943","604"
"Elisiário (SP)","Total","Total","2456","896","325","940","295"
"Elisiário (SP)","Homens","Total","1251","427","175","533","115"
"Elisiário (SP)","Mulheres","Total","1206","468","151","407","180"
"Embaúba (SP)","Total","Total","1841","725","240","698","179"
"Embaúba (SP)","Homens","Total","921","373","123","371","54"
"Embaúba (SP)","Mulheres","Total","921","352","117","326","125"
"Embu das Artes (SP)","Total","Total","186927","51470","32807","80971","21678"
"Embu das Artes (SP)","Homens","Total","87835","24684","16835","38327","7989"
"Embu das Artes (SP)","Mulheres","Total","99092","26786","15972","42644","13690"
"Embu-Guaçu (SP)","Total","Total","50402","13811","6926","22792","6873"
"Embu-Guaçu (SP)","Homens","Total","24538","7173","3699","11050","2617"
"Embu-Guaçu (SP)","Mulheres","Total","25864","6638","3228","11742","4256"
"Emilianópolis (SP)","Total","Total","2417","886","343","908","279"
"Emilianópolis (SP)","Homens","Total","1197","441","203","455","97"
"Emilianópolis (SP)","Mulheres","Total","1221","445","140","453","182"
"Engenheiro Coelho (SP)","Total","Total","14753","4574","1828","5773","2578"
"Engenheiro Coelho (SP)","Homens","Total","7317","2342","1014","2889","1073"
"Engenheiro Coelho (SP)","Mulheres","Total","7436","2232","814","2884","1506"
"Espírito Santo do Pinhal (SP)","Total","Total","32130","10032","5213","10963","5923"
"Espírito Santo do Pinhal (SP)","Homens","Total","15369","4726","2629","5332","2682"
"Espírito Santo do Pinhal (SP)","Mulheres","Total","16762","5306","2584","5630","3242"
"Espírito Santo do Turvo (SP)","Total","Total","3069","1285","480","1053","250"
"Espírito Santo do Turvo (SP)","Homens","Total","1521","680","252","510","79"
"Espírito Santo do Turvo (SP)","Mulheres","Total","1548","605","229","543","172"
"Estrela d'Oeste (SP)","Total","Total","7587","2603","1164","2784","1036"
"Estrela d'Oeste (SP)","Homens","Total","3833","1316","644","1493","381"
"Estrela d'Oeste (SP)","Mulheres","Total","3754","1287","520","1292","656"
"Estrela do Norte (SP)","Total","Total","2078","670","271","937","201"
"Estrela do Norte (SP)","Homens","Total","1012","344","153","447","67"
"Estrela do Norte (SP)","Mulheres","Total","1067","325","117","490","134"
"Euclides da Cunha Paulista (SP)","Total","Total","5993","2399","889","2084","620"
"Euclides da Cunha Paulista (SP)","Homens","Total","2866","1195","502","960","209"
"Euclides da Cunha Paulista (SP)","Mulheres","Total","3126","1205","387","1124","411"
"Fartura (SP)","Total","Total","12997","4947","2029","4144","1877"
"Fartura (SP)","Homens","Total","6292","2474","1019","2133","665"
"Fartura (SP)","Mulheres","Total","6705","2473","1011","2010","1212"
"Fernandópolis (SP)","Total","Total","57104","16322","8323","19242","13217"
"Fernandópolis (SP)","Homens","Total","27149","7751","4380","9712","5307"
"Fernandópolis (SP)","Mulheres","Total","29955","8571","3944","9530","7910"
"Fernando Prestes (SP)","Total","Total","4803","1781","654","1755","613"
"Fernando Prestes (SP)","Homens","Total","2327","862","366","884","215"
"Fernando Prestes (SP)","Mulheres","Total","2476","919","288","871","398"
"Fernão (SP)","Total","Total","1276","550","164","449","113"
"Fernão (SP)","Homens","Total","642","283","96","218","45"
"Fernão (SP)","Mulheres","Total","635","267","68","231","68"
"Ferraz de Vasconcelos (SP)","Total","Total","134279","36754","22228","60727","14570"
"Ferraz de Vasconcelos (SP)","Homens","Total","63783","17551","11714","29012","5506"
"Ferraz de Vasconcelos (SP)","Mulheres","Total","70496","19203","10514","31715","9064"
"Flora Rica (SP)","Total","Total","1202","411","144","479","169"
"Flora Rica (SP)","Homens","Total","575","203","82","224","66"
"Flora Rica (SP)","Mulheres","Total","627","208","61","255","103"
"Floreal (SP)","Total","Total","2272","778","350","727","418"
"Floreal (SP)","Homens","Total","1087","335","204","381","167"
"Floreal (SP)","Mulheres","Total","1185","443","146","346","251"
"Flórida Paulista (SP)","Total","Total","10567","4034","1832","3660","1042"
"Flórida Paulista (SP)","Homens","Total","5871","2361","1171","1936","404"
"Flórida Paulista (SP)","Mulheres","Total","4697","1673","661","1724","638"
"Florínea (SP)","Total","Total","3259","1310","659","989","301"
"Florínea (SP)","Homens","Total","2169","913","571","563","123"
"Florínea (SP)","Mulheres","Total","1090","397","89","426","178"
"Franca (SP)","Total","Total","274680","67830","45842","111713","49295"
"Franca (SP)","Homens","Total","131228","31907","24170","54619","20532"
"Franca (SP)","Mulheres","Total","143452","35922","21672","57094","28763"
"Francisco Morato (SP)","Total","Total","120804","38180","23551","51342","7731"
"Francisco Morato (SP)","Homens","Total","57766","18932","11896","24174","2764"
"Francisco Morato (SP)","Mulheres","Total","63038","19248","11655","27168","4967"
"Franco da Rocha (SP)","Total","Total","109667","29170","18062","50207","12228"
"Franco da Rocha (SP)","Homens","Total","54648","15322","9843","24860","4623"
"Franco da Rocha (SP)","Mulheres","Total","55019","13848","8219","25347","7606"
"Gabriel Monteiro (SP)","Total","Total","2210","695","274","896","345"
"Gabriel Monteiro (SP)","Homens","Total","1091","330","152","485","124"
"Gabriel Monteiro (SP)","Mulheres","Total","1119","365","122","411","221"
"Gália (SP)","Total","Total","5086","2176","713","1572","625"
"Gália (SP)","Homens","Total","2470","1084","388","766","232"
"Gália (SP)","Mulheres","Total","2616","1093","325","806","393"
"Garça (SP)","Total","Total","33191","9838","4052","13364","5937"
"Garça (SP)","Homens","Total","15777","4621","2179","6502","2475"
"Garça (SP)","Mulheres","Total","17414","5217","1873","6862","3462"
"Gastão Vidigal (SP)","Total","Total","2562","1149","292","777","344"
"Gastão Vidigal (SP)","Homens","Total","1245","579","150","409","107"
"Gastão Vidigal (SP)","Mulheres","Total","1316","569","142","368","237"
"Gavião Peixoto (SP)","Total","Total","3517","1331","479","1333","374"
"Gavião Peixoto (SP)","Homens","Total","1733","669","273","652","139"
"Gavião Peixoto (SP)","Mulheres","Total","1784","662","206","681","235"
"General Salgado (SP)","Total","Total","8265","2849","1329","2597","1490"
"General Salgado (SP)","Homens","Total","4024","1403","746","1300","575"
"General Salgado (SP)","Mulheres","Total","4241","1446","583","1297","914"
"Getulina (SP)","Total","Total","8364","2761","1401","3411","791"
"Getulina (SP)","Homens","Total","4696","1429","971","2024","272"
"Getulina (SP)","Mulheres","Total","3668","1332","430","1387","518"
"Glicério (SP)","Total","Total","3206","1295","574","965","371"
"Glicério (SP)","Homens","Total","1545","670","286","458","131"
"Glicério (SP)","Mulheres","Total","1661","625","288","507","241"
"Guaiçara (SP)","Total","Total","8455","2999","1670","2813","973"
"Guaiçara (SP)","Homens","Total","4111","1542","923","1309","336"
"Guaiçara (SP)","Mulheres","Total","4344","1457","746","1504","636"
"Guaimbê (SP)","Total","Total","4218","1777","698","1344","398"
"Guaimbê (SP)","Homens","Total","2074","890","388","662","135"
"Guaimbê (SP)","Mulheres","Total","2144","887","310","683","264"
"Guaíra (SP)","Total","Total","30809","11563","4605","10064","4576"
"Guaíra (SP)","Homens","Total","14893","5680","2415","5062","1736"
"Guaíra (SP)","Mulheres","Total","15916","5884","2190","5002","2840"
"Guapiaçu (SP)","Total","Total","16821","5614","3482","5591","2133"
"Guapiaçu (SP)","Homens","Total","8270","2812","1836","2740","883"
"Guapiaçu (SP)","Mulheres","Total","8551","2803","1646","2851","1251"
"Guapiara (SP)","Total","Total","13000","6105","1627","4582","686"
"Guapiara (SP)","Homens","Total","6575","3161","797","2360","257"
"Guapiara (SP)","Mulheres","Total","6424","2944","830","2222","429"
"Guará (SP)","Total","Total","14265","5432","1714","5308","1810"
"Guará (SP)","Homens","Total","6913","2570","852","2778","713"
"Guará (SP)","Mulheres","Total","7352","2862","863","2530","1098"
"Guaraçaí (SP)","Total","Total","6093","2355","877","2094","767"
"Guaraçaí (SP)","Homens","Total","2958","1190","442","1039","287"
"Guaraçaí (SP)","Mulheres","Total","3135","1165","435","1054","481"
"Guaraci (SP)","Total","Total","8055","2606","1134","3053","1262"
"Guaraci (SP)","Homens","Total","3991","1383","661","1524","424"
"Guaraci (SP)","Mulheres","Total","4064","1223","473","1529","838"
"Guarani d'Oeste (SP)","Total","Total","1557","603","230","560","164"
"Guarani d'Oeste (SP)","Homens","Total","771","306","127","277","60"
"Guarani d'Oeste (SP)","Mulheres","Total","786","297","102","283","103"
"Guarantã (SP)","Total","Total","4875","1969","816","1609","481"
"Guarantã (SP)","Homens","Total","2390","992","436","783","179"
"Guarantã (SP)","Mulheres","Total","2485","977","380","826","302"
"Guararapes (SP)","Total","Total","24688","7664","3601","9592","3831"
"Guararapes (SP)","Homens","Total","11958","3783","1676","4890","1610"
"Guararapes (SP)","Mulheres","Total","12730","3881","1925","4703","2221"
"Guararema (SP)","Total","Total","24083","6613","3292","9953","4225"
"Guararema (SP)","Homens","Total","11652","3293","1709","4813","1837"
"Guararema (SP)","Mulheres","Total","12431","3320","1583","5139","2388"
"Guaratinguetá (SP)","Total","Total","93111","20952","12913","39421","19825"
"Guaratinguetá (SP)","Homens","Total","44075","9994","6270","19592","8219"
"Guaratinguetá (SP)","Mulheres","Total","49036","10958","6642","19829","11607"
"Guareí (SP)","Total","Total","12201","5513","2212","3606","870"
"Guareí (SP)","Homens","Total","7588","3626","1570","2049","344"
"Guareí (SP)","Mulheres","Total","4613","1887","643","1557","526"
"Guariba (SP)","Total","Total","28575","9910","4712","11126","2826"
"Guariba (SP)","Homens","Total","13578","4537","2399","5395","1247"
"Guariba (SP)","Mulheres","Total","14997","5374","2313","5731","1579"
"Guarujá (SP)","Total","Total","219257","59477","40093","91357","28331"
"Guarujá (SP)","Homens","Total","103302","28734","19896","43264","11409"
"Guarujá (SP)","Mulheres","Total","115955","30743","20197","48092","16922"
